sekcja|dzial|grupa|klasa|podklasa|nazwa
A|||||ROLNICTWO, LEŚNICTWO, ŁOWIECTWO I RYBACTWO
A|01||||UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ
A|01|01.1|||Uprawy rolne inne niż wieloletnie
A|01|01.1|01.11|01.11.Z|Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu
A|01|01.1|01.12|01.12.Z|Uprawa ryżu
A|01|01.1|01.13|01.13.Z|Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych
A|01|01.1|01.14|01.14.Z|Uprawa trzciny cukrowej
A|01|01.1|01.15|01.15.Z|Uprawa tytoniu
A|01|01.1|01.16|01.16.Z|Uprawa roślin włóknistych
A|01|01.1|01.19|01.19.Z|Pozostałe uprawy rolne inne niż wieloletnie
A|01|01.2|||Uprawa roślin wieloletnich
A|01|01.2|01.21|01.21.Z|Uprawa winogron
A|01|01.2|01.22|01.22.Z|Uprawa drzew i krzewów owocowych tropikalnych i podzwrotnikowych
A|01|01.2|01.23|01.23.Z|Uprawa drzew i krzewów owocowych cytrusowych
A|01|01.2|01.24|01.24.Z|Uprawa drzew i krzewów owocowych ziarnkowych i pestkowych
A|01|01.2|01.25|01.25.Z|Uprawa pozostałych drzew i krzewów owocowych oraz orzechów
A|01|01.2|01.26|01.26.Z|Uprawa drzew oleistych
A|01|01.2|01.27|01.27.Z|Uprawa roślin wykorzystywanych do produkcji napojów
A|01|01.2|01.28|01.28.Z|Uprawa roślin przyprawowych i aromatycznych oraz roślin wykorzystywanych do produkcji leków i wyrobów farmaceutycznych
A|01|01.2|01.29|01.29.Z|Uprawa pozostałych roślin wieloletnich
A|01|01.3|01.30|01.30.Z|Rozmnażanie roślin
A|01|01.4|||Chów i hodowla zwierząt
A|01|01.4|01.41|01.41.Z|Chów i hodowla bydła mlecznego
A|01|01.4|01.42|01.42.Z|Chów i hodowla pozostałego bydła i bawołów
A|01|01.4|01.43|01.43.Z|Chów i hodowla koni i pozostałych zwierząt koniowatych
A|01|01.4|01.44|01.44.Z|Chów i hodowla wielbłądów i zwierząt wielbłądowatych
A|01|01.4|01.45|01.45.Z|Chów i hodowla owiec i kóz
A|01|01.4|01.46|01.46.Z|Chów i hodowla świń
A|01|01.4|01.47|01.47.Z|Chów i hodowla drobiu
A|01|01.4|01.49|01.49.Z|Chów i hodowla pozostałych zwierząt
A|01|01.5|01.50|01.50.Z|Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana)
A|01|01.6|||Działalność usługowa wspomagająca rolnictwo i następująca po zbiorach
A|01|01.6|01.61|01.61.Z|Działalność usługowa wspomagająca produkcję roślinną
A|01|01.6|01.62|01.62.Z|Działalność usługowa wspomagająca chów i hodowlę zwierząt gospodarskich
A|01|01.6|01.63|01.63.Z|Działalność usługowa następująca po zbiorach
A|01|01.6|01.64|01.64.Z|Obróbka nasion dla celów rozmnażania roślin
A|01|01.7|01.70|01.70.Z|Łowiectwo i pozyskiwanie zwierząt łownych, włączając działalność usługową
A|02||||LEŚNICTWO I POZYSKIWANIE DREWNA
A|02|02.1|02.10|02.10.Z|Gospodarka leśna i pozostała działalność leśna, z wyłączeniem pozyskiwania produktów leśnych
A|02|02.2|02.20|02.20.Z|Pozyskiwanie drewna
A|02|02.3|02.30|02.30.Z|Pozyskiwanie dziko rosnących produktów leśnych, z wyłączeniem drewna
A|02|02.4|02.40|02.40.Z|Działalność usługowa związana z leśnictwem
A|03||||RYBACTWO
A|03|03.1|||Rybołówstwo
A|03|03.1|03.11|03.11.Z|Rybołówstwo w wodach morskich
A|03|03.1|03.12|03.12.Z|Rybołówstwo w wodach śródlądowych
A|03|03.2|||Chów i hodowla ryb oraz pozostałych organizmów wodnych
A|03|03.2|03.21|03.21.Z|Chów i hodowla ryb oraz pozostałych organizmów wodnych w wodach morskich
A|03|03.2|03.22|03.22.Z|Chów i hodowla ryb oraz pozostałych organizmów wodnych w wodach śródlądowych
B|||||GÓRNICTWO I WYDOBYWANIE
B|05||||WYDOBYWANIE WĘGLA KAMIENNEGO I WĘGLA BRUNATNEGO (LIGNITU)
B|05|05.1|05.10|05.10.Z|Wydobywanie węgla kamiennego
B|05|05.2|05.20|05.20.Z|Wydobywanie węgla brunatnego (lignitu)
B|06||||GÓRNICTWO ROPY NAFTOWEJ I GAZU ZIEMNEGO
B|06|06.1|06.10|06.10.Z|Górnictwo ropy naftowej
B|06|06.2|06.20|06.20.Z|Górnictwo gazu ziemnego
B|07||||GÓRNICTWO RUD METALI
B|07|07.1|07.10|07.10.Z|Górnictwo rud żelaza
B|07|07.2|||Górnictwo rud metali nieżelaznych
B|07|07.2|07.21|07.21.Z|Górnictwo rud uranu i toru
B|07|07.2|07.29|07.29.Z|Górnictwo pozostałych rud metali nieżelaznych
B|08||||POZOSTAŁE GÓRNICTWO I WYDOBYWANIE
B|08|08.1|||Wydobywanie kamienia, piasku i gliny
B|08|08.1|08.11|08.11.Z|Wydobywanie kamieni ozdobnych oraz kamienia dla potrzeb budownictwa, skał wapiennych, gipsu, kredy i łupków
B|08|08.1|08.12|08.12.Z|Wydobywanie żwiru i piasku; wydobywanie gliny i kaolinu
B|08|08.9|||Górnictwo i wydobywanie, gdzie indziej niesklasyfikowane
B|08|08.9|08.91|08.91.Z|Wydobywanie minerałów dla przemysłu chemicznego oraz do produkcji nawozów
B|08|08.9|08.92|08.92.Z|Wydobywanie torfu
B|08|08.9|08.93|08.93.Z|Wydobywanie soli
B|08|08.9|08.99|08.99.Z|Pozostałe górnictwo i wydobywanie, gdzie indziej niesklasyfikowane
B|09||||DZIAŁALNOŚĆ USŁUGOWA WSPOMAGAJĄCA GÓRNICTWO I WYDOBYWANIE
B|09|09.1|09.10|09.10.Z|Działalność usługowa wspomagająca eksploatację złóż ropy naftowej i gazu ziemnego
B|09|09.9|09.90|09.90.Z|Działalność usługowa wspomagająca pozostałe górnictwo i wydobywanie
C|||||PRZETWÓRSTWO PRZEMYSŁOWE
C|10||||PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH
C|10|10.1|||Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa
C|10|10.1|10.11|10.11.Z|Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu
C|10|10.1|10.12|10.12.Z|Przetwarzanie i konserwowanie mięsa z drobiu
C|10|10.1|10.13|10.13.Z|Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego
C|10|10.2|10.20|10.20.Z|Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków
C|10|10.3|||Przetwarzanie i konserwowanie owoców i warzyw
C|10|10.3|10.31|10.31.Z|Przetwarzanie i konserwowanie ziemniaków
C|10|10.3|10.32|10.32.Z|Produkcja soków z owoców i warzyw
C|10|10.3|10.39|10.39.Z|Pozostałe przetwarzanie i konserwowanie owoców i warzyw
C|10|10.4|||Produkcja olejów i tłuszczów pochodzenia roślinnego i zwierzęcego
C|10|10.4|10.41|10.41.Z|Produkcja olejów i pozostałych tłuszczów płynnych
C|10|10.4|10.42|10.42.Z|Produkcja margaryny i podobnych tłuszczów jadalnych
C|10|10.5|||Wytwarzanie wyrobów mleczarskich
C|10|10.5|10.51|10.51.Z|Przetwórstwo mleka i wyrób serów
C|10|10.5|10.52|10.52.Z|Produkcja lodów
C|10|10.6|||Wytwarzanie produktów przemiału zbóż, skrobi i wyrobów skrobiowych
C|10|10.6|10.61|10.61.Z|Wytwarzanie produktów przemiału zbóż
C|10|10.6|10.62|10.62.Z|Wytwarzanie skrobi i wyrobów skrobiowych
C|10|10.7|||Produkcja wyrobów piekarskich i mącznych
C|10|10.7|10.71|10.71.Z|Produkcja pieczywa; produkcja świeżych wyrobów ciastkarskich i ciastek
C|10|10.7|10.72|10.72.Z|Produkcja sucharów i herbatników; produkcja konserwowanych wyrobów ciastkarskich i ciastek
C|10|10.7|10.73|10.73.Z|Produkcja makaronów, klusek, kuskusu i podobnych wyrobów mącznych
C|10|10.8|||Produkcja pozostałych artykułów spożywczych
C|10|10.8|10.81|10.81.Z|Produkcja cukru
C|10|10.8|10.82|10.82.Z|Produkcja kakao, czekolady i wyrobów cukierniczych
C|10|10.8|10.83|10.83.Z|Przetwórstwo herbaty i kawy
C|10|10.8|10.84|10.84.Z|Produkcja przypraw
C|10|10.8|10.85|10.85.Z|Wytwarzanie gotowych posiłków i dań
C|10|10.8|10.86|10.86.Z|Produkcja artykułów spożywczych homogenizowanych i żywności dietetycznej
C|10|10.8|10.89|10.89.Z|Produkcja pozostałych artykułów spożywczych, gdzie indziej niesklasyfikowana
C|10|10.9|||Produkcja gotowych paszy i karmy dla zwierząt
C|10|10.9|10.91|10.91.Z|Produkcja gotowej paszy dla zwierząt gospodarskich
C|10|10.9|10.92|10.92.Z|Produkcja gotowej karmy dla zwierząt domowych
C|11||||PRODUKCJA NAPOJÓW
C|11|11.0|||Produkcja napojów
C|11|11.0|11.01|11.01.Z|Destylowanie, rektyfikowanie i mieszanie alkoholi
C|11|11.0|11.02|11.02.Z|Produkcja win gronowych
C|11|11.0|11.03|11.03.Z|Produkcja cydru i pozostałych win owocowych
C|11|11.0|11.04|11.04.Z|Produkcja pozostałych niedestylowanych napojów fermentowanych
C|11|11.0|11.05|11.05.Z|Produkcja piwa
C|11|11.0|11.06|11.06.Z|Produkcja słodu
C|11|11.0|11.07|11.07.Z|Produkcja napojów bezalkoholowych; produkcja wód mineralnych i pozostałych wód butelkowanych
C|12|12.0|12.00|12.00.Z|PRODUKCJA WYROBÓW TYTONIOWYCH
C|13||||PRODUKCJA WYROBÓW TEKSTYLNYCH
C|13|13.1|13.10||Przygotowanie i przędzenie włókien tekstylnych
C|13|13.1|13.10|13.10.A|Produkcja przędzy bawełnianej
C|13|13.1|13.10|13.10.B|Produkcja przędzy wełnianej
C|13|13.1|13.10|13.10.C|Produkcja przędzy z włókien chemicznych
C|13|13.1|13.10|13.10.D|Produkcja przędzy z pozostałych włókien tekstylnych, włączając produkcję nici
C|13|13.2|13.20||Produkcja tkanin
C|13|13.2|13.20|13.20.A|Produkcja tkanin bawełnianych
C|13|13.2|13.20|13.20.B|Produkcja tkanin wełnianych
C|13|13.2|13.20|13.20.C|Produkcja tkanin z włókien chemicznych
C|13|13.2|13.20|13.20.D|Produkcja pozostałych tkanin
C|13|13.3|13.30|13.30.Z|Wykończanie wyrobów włókienniczych
C|13|13.9|||Produkcja pozostałych wyrobów tekstylnych
C|13|13.9|13.91|13.91.Z|Produkcja dzianin metrażowych
C|13|13.9|13.92|13.92.Z|Produkcja gotowych wyrobów tekstylnych
C|13|13.9|13.93|13.93.Z|Produkcja dywanów i chodników
C|13|13.9|13.94|13.94.Z|Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych
C|13|13.9|13.95|13.95.Z|Produkcja włóknin i wyrobów wykonanych z włóknin, z wyłączeniem odzieży
C|13|13.9|13.96|13.96.Z|Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych
C|13|13.9|13.99|13.99.Z|Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana
C|14||||PRODUKCJA ODZIEŻY
C|14|14.1|||Produkcja odzieży, z wyłączeniem wyrobów futrzarskich
C|14|14.1|14.11|14.11.Z|Produkcja odzieży skórzanej
C|14|14.1|14.12|14.12.Z|Produkcja odzieży roboczej
C|14|14.1|14.13|14.13.Z|Produkcja pozostałej odzieży wierzchniej
C|14|14.1|14.14|14.14.Z|Produkcja bielizny
C|14|14.1|14.19|14.19.Z|Produkcja pozostałej odzieży i dodatków do odzieży
C|14|14.2|14.20|14.20.Z|Produkcja wyrobów futrzarskich
C|14|14.3|||Produkcja odzieży dzianej
C|14|14.3|14.31|14.31.Z|Produkcja wyrobów pończoszniczych
C|14|14.3|14.39|14.39.Z|Produkcja pozostałej odzieży dzianej
C|15||||PRODUKCJA SKÓR I WYROBÓW ZE SKÓR WYPRAWIONYCH
C|15|15.1|||Wyprawa skór, garbowanie; wyprawa i barwienie skór futerkowych; produkcja toreb bagażowych, toreb ręcznych i podobnych wyrobów kaletniczych; produkcja wyrobów rymarskich
C|15|15.1|15.11|15.11.Z|Wyprawa skór, garbowanie; wyprawa i barwienie skór futerkowych
C|15|15.1|15.12|15.12.Z|Produkcja toreb bagażowych, toreb ręcznych i podobnych wyrobów kaletniczych; produkcja wyrobów rymarskich
C|15|15.2|15.20|15.20.Z|Produkcja obuwia
C|16||||PRODUKCJA WYROBÓW Z DREWNA ORAZ KORKA, Z WYŁĄCZENIEM MEBLI; PRODUKCJA WYROBÓW ZE SŁOMY I MATERIAŁÓW UŻYWANYCH DO WYPLATANIA
C|16|16.1|16.10|16.10.Z|Produkcja wyrobów tartacznych
C|16|16.2|||Produkcja wyrobów z drewna, korka, słomy i materiałów używanych do wyplatania
C|16|16.2|16.21|16.21.Z|Produkcja arkuszy fornirowych i płyt wykonanych na bazie drewna
C|16|16.2|16.22|16.22.Z|Produkcja gotowych parkietów podłogowych
C|16|16.2|16.23|16.23.Z|Produkcja pozostałych wyrobów stolarskich i ciesielskich dla budownictwa
C|16|16.2|16.24|16.24.Z|Produkcja opakowań drewnianych
C|16|16.2|16.29|16.29.Z|Produkcja pozostałych wyrobów z drewna; produkcja wyrobów z korka, słomy i materiałów używanych do wyplatania
C|17||||PRODUKCJA PAPIERU I WYROBÓW Z PAPIERU
C|17|17.1|||Produkcja masy włóknistej, papieru i tektury
C|17|17.1|17.11|17.11.Z|Produkcja masy włóknistej
C|17|17.1|17.12|17.12.Z|Produkcja papieru i tektury
C|17|17.2|||Produkcja wyrobów z papieru i tektury
C|17|17.2|17.21|17.21.Z|Produkcja papieru falistego i tektury falistej oraz opakowań z papieru i tektury
C|17|17.2|17.22|17.22.Z|Produkcja artykułów gospodarstwa domowego, toaletowych  i sanitarnych
C|17|17.2|17.23|17.23.Z|Produkcja artykułów piśmiennych
C|17|17.2|17.24|17.24.Z|Produkcja tapet
C|17|17.2|17.29|17.29.Z|Produkcja pozostałych wyrobów z papieru i tektury
C|18||||POLIGRAFIA I REPRODUKCJA ZAPISANYCH NOŚNIKÓW INFORMACJI
C|18|18.1|||Drukowanie i działalność usługowa związana z poligrafią
C|18|18.1|18.11|18.11.Z|Drukowanie gazet
C|18|18.1|18.12|18.12.Z|Pozostałe drukowanie
C|18|18.1|18.13|18.13.Z|Działalność usługowa związana z przygotowywaniem do druku
C|18|18.1|18.14|18.14.Z|Introligatorstwo i podobne usługi
C|18|18.2|18.20|18.20.Z|Reprodukcja zapisanych nośników informacji
C|19||||WYTWARZANIE I PRZETWARZANIE KOKSU I PRODUKTÓW RAFINACJI ROPY NAFTOWEJ
C|19|19.1|19.10|19.10.Z|Wytwarzanie i przetwarzanie koksu
C|19|19.2|19.20|19.20.Z|Wytwarzanie i przetwarzanie produktów rafinacji ropy naftowej
C|20||||PRODUKCJA CHEMIKALIÓW I WYROBÓW CHEMICZNYCH
C|20|20.1|||Produkcja podstawowych chemikaliów, nawozów i związków azotowych, tworzyw sztucznych i kauczuku syntetycznego w formach podstawowych
C|20|20.1|20.11|20.11.Z|Produkcja gazów technicznych
C|20|20.1|20.12|20.12.Z|Produkcja barwników i pigmentów
C|20|20.1|20.13|20.13.Z|Produkcja pozostałych podstawowych chemikaliów nieorganicznych
C|20|20.1|20.14|20.14.Z|Produkcja pozostałych podstawowych chemikaliów organicznych
C|20|20.1|20.15|20.15.Z|Produkcja nawozów i związków azotowych
C|20|20.1|20.16|20.16.Z|Produkcja tworzyw sztucznych w formach podstawowych
C|20|20.1|20.17|20.17.Z|Produkcja kauczuku syntetycznego w formach podstawowych
C|20|20.2|20.20|20.20.Z|Produkcja pestycydów i pozostałych środków agrochemicznych
C|20|20.3|20.30|20.30.Z|Produkcja farb, lakierów i podobnych powłok, farb drukarskich i mas uszczelniających
C|20|20.4|||Produkcja mydła i detergentów, środków myjących i czyszczących, wyrobów kosmetycznych i toaletowych
C|20|20.4|20.41|20.41.Z|Produkcja mydła i detergentów, środków myjących i czyszczących
C|20|20.4|20.42|20.42.Z|Produkcja wyrobów kosmetycznych i toaletowych
C|20|20.5|||Produkcja pozostałych wyrobów chemicznych
C|20|20.5|20.51|20.51.Z|Produkcja materiałów wybuchowych
C|20|20.5|20.52|20.52.Z|Produkcja klejów
C|20|20.5|20.53|20.53.Z|Produkcja olejków eterycznych
C|20|20.5|20.59|20.59.Z|Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana
C|20|20.6|20.60|20.60.Z|Produkcja włókien chemicznych
C|21||||PRODUKCJA PODSTAWOWYCH SUBSTANCJI FARMACEUTYCZNYCH ORAZ LEKÓW I POZOSTAŁYCH WYROBÓW FARMACEUTYCZNYCH
C|21|21.1|21.10|21.10.Z|Produkcja podstawowych substancji farmaceutycznych
C|21|21.2|21.20|21.20.Z|Produkcja leków i pozostałych wyrobów farmaceutycznych
C|22||||PRODUKCJA WYROBÓW Z GUMY I TWORZYW SZTUCZNYCH
C|22|22.1|||Produkcja wyrobów z gumy
C|22|22.1|22.11|22.11.Z|Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy
C|22|22.1|22.19|22.19.Z|Produkcja pozostałych wyrobów z gumy
C|22|22.2|||Produkcja wyrobów z tworzyw sztucznych
C|22|22.2|22.21|22.21.Z|Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych
C|22|22.2|22.22|22.22.Z|Produkcja opakowań z tworzyw sztucznych
C|22|22.2|22.23|22.23.Z|Produkcja wyrobów dla budownictwa z tworzyw sztucznych
C|22|22.2|22.29|22.29.Z|Produkcja pozostałych wyrobów z tworzyw sztucznych
C|23||||PRODUKCJA WYROBÓW Z POZOSTAŁYCH MINERALNYCH SUROWCÓW NIEMETALICZNYCH
C|23|23.1|||Produkcja szkła i wyrobów ze szkła
C|23|23.1|23.11|23.11.Z|Produkcja szkła płaskiego
C|23|23.1|23.12|23.12.Z|Kształtowanie i obróbka szkła płaskiego
C|23|23.1|23.13|23.13.Z|Produkcja szkła gospodarczego
C|23|23.1|23.14|23.14.Z|Produkcja włókien szklanych
C|23|23.1|23.19|23.19.Z|Produkcja i obróbka pozostałego szkła, włączając szkło techniczne
C|23|23.2|23.20|23.20.Z|Produkcja wyrobów ogniotrwałych
C|23|23.3|||Produkcja ceramicznych materiałów budowlanych
C|23|23.3|23.31|23.31.Z|Produkcja ceramicznych kafli i płytek
C|23|23.3|23.32|23.32.Z|Produkcja cegieł, dachówek i materiałów budowlanych, z wypalanej gliny
C|23|23.4|||Produkcja pozostałych wyrobów z porcelany i ceramiki
C|23|23.4|23.41|23.41.Z|Produkcja ceramicznych wyrobów stołowych i ozdobnych
C|23|23.4|23.42|23.42.Z|Produkcja ceramicznych wyrobów sanitarnych
C|23|23.4|23.43|23.43.Z|Produkcja ceramicznych izolatorów i osłon izolacyjnych
C|23|23.4|23.44|23.44.Z|Produkcja pozostałych technicznych wyrobów ceramicznych
C|23|23.4|23.49|23.49.Z|Produkcja pozostałych wyrobów ceramicznych
C|23|23.5|||Produkcja cementu, wapna i gipsu
C|23|23.5|23.51|23.51.Z|Produkcja cementu
C|23|23.5|23.52|23.52.Z|Produkcja wapna i gipsu
C|23|23.6|||Produkcja wyrobów z betonu, cementu i gipsu
C|23|23.6|23.61|23.61.Z|Produkcja wyrobów budowlanych z betonu
C|23|23.6|23.62|23.62.Z|Produkcja wyrobów budowlanych z gipsu
C|23|23.6|23.63|23.63.Z|Produkcja masy betonowej prefabrykowanej
C|23|23.6|23.64|23.64.Z|Produkcja zaprawy murarskiej
C|23|23.6|23.65|23.65.Z|Produkcja cementu wzmocnionego włóknem
C|23|23.6|23.69|23.69.Z|Produkcja pozostałych wyrobów z betonu, gipsu i cementu
C|23|23.7|23.70|23.70.Z|Cięcie, formowanie i wykańczanie kamienia
C|23|23.9|||Produkcja wyrobów ściernych i pozostałych wyrobów z mineralnych surowców niemetalicznych, gdzie indziej niesklasyfikowana
C|23|23.9|23.91|23.91.Z|Produkcja wyrobów ściernych
C|23|23.9|23.99|23.99.Z|Produkcja pozostałych wyrobów z mineralnych surowców niemetalicznych, gdzie indziej niesklasyfikowana
C|24||||PRODUKCJA METALI
C|24|24.1|24.10|24.10.Z|Produkcja surówki, żelazostopów, żeliwa i stali oraz wyrobów hutniczych
C|24|24.2|24.20|24.20.Z|Produkcja rur, przewodów, kształtowników zamkniętych i łączników, ze stali
C|24|24.3|||Produkcja pozostałych wyrobów ze stali poddanej wstępnej obróbce
C|24|24.3|24.31|24.31.Z|Produkcja prętów ciągnionych na zimno
C|24|24.3|24.32|24.32.Z|Produkcja wyrobów płaskich walcowanych na zimno
C|24|24.3|24.33|24.33.Z|Produkcja wyrobów formowanych na zimno
C|24|24.3|24.34|24.34.Z|Produkcja drutu
C|24|24.4|||Produkcja metali szlachetnych i innych metali nieżelaznych
C|24|24.4|24.41|24.41.Z|Produkcja metali szlachetnych
C|24|24.4|24.42||Produkcja aluminium
C|24|24.4|24.42|24.42.A|Produkcja aluminium hutniczego
C|24|24.4|24.42|24.42.B|Produkcja wyrobów z aluminium i stopów aluminium
C|24|24.4|24.43|24.43.Z|Produkcja ołowiu, cynku i cyny
C|24|24.4|24.44|24.44.Z|Produkcja miedzi
C|24|24.4|24.45|24.45.Z|Produkcja pozostałych metali nieżelaznych
C|24|24.4|24.46|24.46.Z|Wytwarzanie paliw jądrowych
C|24|24.5|||Odlewnictwo metali
C|24|24.5|24.51|24.51.Z|Odlewnictwo żeliwa
C|24|24.5|24.52|24.52.Z|Odlewnictwo staliwa
C|24|24.5|24.53|24.53.Z|Odlewnictwo metali lekkich
C|24|24.5|24.54||Odlewnictwo pozostałych metali nieżelaznych
C|24|24.5|24.54|24.54.A|Odlewnictwo miedzi i stopów miedzi
C|24|24.5|24.54|24.54.B|Odlewnictwo pozostałych metali nieżelaznych, gdzie indziej niesklasyfikowane
C|25||||PRODUKCJA METALOWYCH WYROBÓW GOTOWYCH, Z WYŁĄCZENIEM MASZYN I URZĄDZEŃ
C|25|25.1|||Produkcja metalowych elementów konstrukcyjnych
C|25|25.1|25.11|25.11.Z |Produkcja konstrukcji metalowych i ich części
C|25|25.1|25.12|25.12.Z|Produkcja metalowych elementów stolarki budowlanej
C|25|25.2|||Produkcja zbiorników, cystern i pojemników metalowych
C|25|25.2|25.21|25.21.Z|Produkcja grzejników i kotłów centralnego ogrzewania
C|25|25.2|25.29|25.29.Z|Produkcja pozostałych zbiorników, cystern i pojemników metalowych
C|25|25.3|25.30|25.30.Z|Produkcja wytwornic pary, z wyłączeniem kotłów do centralnego ogrzewania gorącą wodą
C|25|25.4|25.40|25.40.Z|Produkcja broni i amunicji
C|25|25.5|25.50|25.50.Z|Kucie, prasowanie, wytłaczanie i walcowanie metali; metalurgia proszków
C|25|25.6|||Obróbka metali i nakładanie powłok na metale; obróbka mechaniczna elementów metalowych
C|25|25.6|25.61|25.61.Z|Obróbka metali i nakładanie powłok na metale
C|25|25.6|25.62|25.62.Z|Obróbka mechaniczna elementów metalowych
C|25|25.7|||Produkcja wyrobów nożowniczych, sztućców, narzędzi i wyrobów metalowych ogólnego przeznaczenia
C|25|25.7|25.71|25.71.Z|Produkcja wyrobów nożowniczych i sztućców
C|25|25.7|25.72|25.72.Z|Produkcja zamków i zawiasów
C|25|25.7|25.73|25.73.Z|Produkcja narzędzi
C|25|25.9|||Produkcja pozostałych gotowych wyrobów metalowych
C|25|25.9|25.91|25.91.Z|Produkcja pojemników metalowych
C|25|25.9|25.92|25.92.Z|Produkcja opakowań z metali
C|25|25.9|25.93|25.93.Z|Produkcja wyrobów z drutu, łańcuchów i sprężyn
C|25|25.9|25.94|25.94.Z|Produkcja złączy i śrub
C|25|25.9|25.99|25.99.Z|Produkcja pozostałych gotowych wyrobów metalowych, gdzie indziej niesklasyfikowana
C|26||||PRODUKCJA KOMPUTERÓW, WYROBÓW ELEKTRONICZNYCH I OPTYCZNYCH
C|26|26.1|||Produkcja elektronicznych elementów i obwodów drukowanych
C|26|26.1|26.11|26.11.Z|Produkcja elementów elektronicznych
C|26|26.1|26.12|26.12.Z|Produkcja elektronicznych obwodów drukowanych
C|26|26.2|26.20|26.20.Z|Produkcja komputerów i urządzeń peryferyjnych
C|26|26.3|26.30|26.30.Z|Produkcja sprzętu (tele)komunikacyjnego
C|26|26.4|26.40|26.40.Z|Produkcja elektronicznego sprzętu powszechnego użytku
C|26|26.5|||Produkcja instrumentów i przyrządów pomiarowych, kontrolnych i nawigacyjnych; produkcja zegarków i zegarów
C|26|26.5|26.51|26.51.Z|Produkcja instrumentów i przyrządów pomiarowych, kontrolnych i nawigacyjnych
C|26|26.5|26.52|26.52.Z|Produkcja zegarków i zegarów
C|26|26.6|26.60|26.60.Z|Produkcja urządzeń napromieniowujących, sprzętu elektromedycznego i elektroterapeutycznego
C|26|26.7|26.70|26.70.Z|Produkcja instrumentów optycznych i sprzętu fotograficznego
C|26|26.8|26.80|26.80.Z|Produkcja magnetycznych i optycznych niezapisanych nośników informacji
C|27||||PRODUKCJA URZĄDZEŃ ELEKTRYCZNYCH
C|27|27.1|||Produkcja elektrycznych silników, prądnic, transformatorów, aparatury rozdzielczej i sterowniczej energii elektrycznej
C|27|27.1|27.11|27.11.Z|Produkcja elektrycznych silników, prądnic i transformatorów
C|27|27.1|27.12|27.12.Z|Produkcja aparatury rozdzielczej i sterowniczej energii elektrycznej
C|27|27.2|27.20|27.20.Z|Produkcja baterii i akumulatorów
C|27|27.3|||Produkcja izolowanych przewodów i kabli oraz sprzętu instalacyjnego
C|27|27.3|27.31|27.31.Z|Produkcja kabli światłowodowych
C|27|27.3|27.32|27.32.Z|Produkcja pozostałych elektronicznych i elektrycznych przewodów i kabli
C|27|27.3|27.33|27.33.Z|Produkcja sprzętu instalacyjnego
C|27|27.4|27.40|27.40.Z|Produkcja elektrycznego sprzętu oświetleniowego
C|27|27.5|||Produkcja sprzętu gospodarstwa domowego
C|27|27.5|27.51|27.51.Z|Produkcja elektrycznego sprzętu gospodarstwa domowego
C|27|27.5|27.52|27.52.Z|Produkcja nieelektrycznego sprzętu gospodarstwa domowego
C|27|27.9|27.90|27.90.Z|Produkcja pozostałego sprzętu elektrycznego
C|28||||PRODUKCJA MASZYN I URZĄDZEŃ, GDZIE INDZIEJ NIESKLASYFIKOWANA
C|28|28.1|||Produkcja maszyn ogólnego przeznaczenia
C|28|28.1|28.11|28.11.Z|Produkcja silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych
C|28|28.1|28.12|28.12.Z|Produkcja sprzętu i wyposażenia do napędu hydraulicznego i pneumatycznego
C|28|28.1|28.13|28.13.Z|Produkcja pozostałych pomp i sprężarek
C|28|28.1|28.14|28.14.Z|Produkcja pozostałych kurków i zaworów
C|28|28.1|28.15|28.15.Z|Produkcja łożysk, kół zębatych, przekładni zębatych i elementów napędowych
C|28|28.2| | |Produkcja pozostałych maszyn ogólnego przeznaczenia
C|28|28.2|28.21|28.21.Z|Produkcja pieców, palenisk i palników piecowych
C|28|28.2|28.22|28.22.Z|Produkcja urządzeń dźwigowych i chwytaków
C|28|28.2|28.23|28.23.Z|Produkcja maszyn i sprzętu biurowego, z wyłączeniem komputerów i urządzeń peryferyjnych
C|28|28.2|28.24|28.24.Z|Produkcja narzędzi ręcznych mechanicznych
C|28|28.2|28.25|28.25.Z|Produkcja przemysłowych urządzeń chłodniczych i wentylacyjnych
C|28|28.2|28.29|28.29.Z|Produkcja pozostałych maszyn ogólnego przeznaczenia, gdzie indziej niesklasyfikowana
